name,indicator,year,value
09009142700,current smoking,2014,0.20199999999999999
09009142800,current smoking,2014,0.14
09009361401,current smoking,2014,0.16899999999999998
09009361402,current smoking,2014,0.168
09009140100,dental visit,2014,0.778
09009140200,dental visit,2014,0.466
09009140300,dental visit,2014,0.49200000000000005
09009140400,dental visit,2014,0.575
09009140500,dental visit,2014,0.45799999999999996
09009140600,dental visit,2014,0.496
09009140700,dental visit,2014,0.5760000000000001
09009140800,dental visit,2014,0.539
09009140900,dental visit,2014,0.615
09009141000,dental visit,2014,0.807
09009141100,dental visit,2014,0.7979999999999999
09009141200,dental visit,2014,0.654
09009141300,dental visit,2014,0.669
09009141400,dental visit,2014,0.62
09009141500,dental visit,2014,0.542
09009141600,dental visit,2014,0.569
09009141800,dental visit,2014,0.777
09009141900,dental visit,2014,0.8420000000000001
09009142000,dental visit,2014,0.789
09009142100,dental visit,2014,0.555
09009142200,dental visit,2014,0.8009999999999999
09009142300,dental visit,2014,0.542
09009142400,dental visit,2014,0.512
09009142500,dental visit,2014,0.5579999999999999
09009142601,dental visit,2014,0.617
09009142603,dental visit,2014,0.6559999999999999
09009142604,dental visit,2014,0.69
09009142700,dental visit,2014,0.647
09009142800,dental visit,2014,0.809
09009361401,dental visit,2014,0.71
09009361402,dental visit,2014,0.732
09009140100,diabetes,2014,0.044000000000000004
09009140200,diabetes,2014,0.187
09009140300,diabetes,2014,0.134
09009140400,diabetes,2014,0.11800000000000001
09009140500,diabetes,2014,0.149
09009140600,diabetes,2014,0.155
09009140700,diabetes,2014,0.10099999999999999
09009140800,diabetes,2014,0.155
09009140900,diabetes,2014,0.11
09009141000,diabetes,2014,0.07200000000000001
09009141100,diabetes,2014,0.09699999999999999
09009141200,diabetes,2014,0.111
09009141300,diabetes,2014,0.069
09009141400,diabetes,2014,0.11900000000000001
09009141500,diabetes,2014,0.158
09009141600,diabetes,2014,0.132
09009141800,diabetes,2014,0.063
09009141900,diabetes,2014,0.04
09009142000,diabetes,2014,0.044000000000000004
09009142100,diabetes,2014,0.099
09009142200,diabetes,2014,0.059000000000000004
09009142300,diabetes,2014,0.124
09009142400,diabetes,2014,0.122
09009142500,diabetes,2014,0.11800000000000001
09009142601,diabetes,2014,0.106
09009142603,diabetes,2014,0.155
09009142604,diabetes,2014,0.102
09009142700,diabetes,2014,0.094
09009142800,diabetes,2014,0.079
09009361401,diabetes,2014,0.042
09009361402,diabetes,2014,0.018000000000000002
09009140100,health insurance,2014,0.092
09009140200,health insurance,2014,0.39
09009140300,health insurance,2014,0.32
09009140400,health insurance,2014,0.259
09009140500,health insurance,2014,0.363
09009140600,health insurance,2014,0.314
09009140700,health insurance,2014,0.21600000000000003
09009140800,health insurance,2014,0.237
09009140900,health insurance,2014,0.18
09009141000,health insurance,2014,0.073
09009141100,health insurance,2014,0.076
09009141200,health insurance,2014,0.159
09009141300,health insurance,2014,0.16399999999999998
09009141400,health insurance,2014,0.172
09009141500,health insurance,2014,0.209
09009141600,health insurance,2014,0.21100000000000002
09009141800,health insurance,2014,0.09
09009141900,health insurance,2014,0.057999999999999996
09009142000,health insurance,2014,0.084
09009142100,health insurance,2014,0.259
09009142200,health insurance,2014,0.081
09009142300,health insurance,2014,0.308
09009142400,health insurance,2014,0.33399999999999996
09009142500,health insurance,2014,0.29100000000000004
09009142601,health insurance,2014,0.203
09009142603,health insurance,2014,0.17800000000000002
09009142604,health insurance,2014,0.17
09009142700,health insurance,2014,0.20600000000000002
09009142800,health insurance,2014,0.08
09009361401,health insurance,2014,0.13699999999999998
09009361402,health insurance,2014,0.136
09009140100,high blood pressure,2013,0.207
09009140200,high blood pressure,2013,0.45399999999999996
09009140300,high blood pressure,2013,0.342
09009140400,high blood pressure,2013,0.327
09009140500,high blood pressure,2013,0.33899999999999997
09009140600,high blood pressure,2013,0.371
09009140700,high blood pressure,2013,0.314
09009140800,high blood pressure,2013,0.405
09009140900,high blood pressure,2013,0.33799999999999997
09009141000,high blood pressure,2013,0.29600000000000004
09009141100,high blood pressure,2013,0.366
09009141200,high blood pressure,2013,0.34600000000000003
09009141300,high blood pressure,2013,0.242
09009141400,high blood pressure,2013,0.371
09009141500,high blood pressure,2013,0.435
09009141600,high blood pressure,2013,0.381
09009141800,high blood pressure,2013,0.256
09009141900,high blood pressure,2013,0.213
09009142000,high blood pressure,2013,0.21
09009142100,high blood pressure,2013,0.28800000000000003
09009142200,high blood pressure,2013,0.25
09009142300,high blood pressure,2013,0.305
09009142400,high blood pressure,2013,0.304
09009142500,high blood pressure,2013,0.299
09009142601,high blood pressure,2013,0.315
09009142603,high blood pressure,2013,0.44
09009142604,high blood pressure,2013,0.316
09009142700,high blood pressure,2013,0.28
09009142800,high blood pressure,2013,0.313
09009361401,high blood pressure,2013,0.18100000000000002
09009361402,high blood pressure,2013,0.102
09009140100,high cholesterol,2013,0.253
09009140200,high cholesterol,2013,0.423
09009140300,high cholesterol,2013,0.35
09009140400,high cholesterol,2013,0.345
09009140500,high cholesterol,2013,0.348
09009140600,high cholesterol,2013,0.359
09009140700,high cholesterol,2013,0.309
09009140800,high cholesterol,2013,0.359
09009140900,high cholesterol,2013,0.324
09009141000,high cholesterol,2013,0.349
09009141100,high cholesterol,2013,0.375
09009141200,high cholesterol,2013,0.331
09009141300,high cholesterol,2013,0.27399999999999997
09009141400,high cholesterol,2013,0.33899999999999997
09009141500,high cholesterol,2013,0.354
09009141600,high cholesterol,2013,0.33799999999999997
09009141800,high cholesterol,2013,0.301
09009141900,high cholesterol,2013,0.27899999999999997
09009142000,high cholesterol,2013,0.27399999999999997
09009142100,high cholesterol,2013,0.309
09009142200,high cholesterol,2013,0.312
09009142300,high cholesterol,2013,0.34299999999999997
09009142400,high cholesterol,2013,0.335
09009142500,high cholesterol,2013,0.336
09009142601,high cholesterol,2013,0.337
09009142603,high cholesterol,2013,0.434
09009142604,high cholesterol,2013,0.353
09009142700,high cholesterol,2013,0.327
09009142800,high cholesterol,2013,0.375
09009361401,high cholesterol,2013,0.23199999999999998
09009361402,high cholesterol,2013,0.135
09009140100,mammography,2014,0.843
09009140200,mammography,2014,0.72
09009140300,mammography,2014,0.758
09009140400,mammography,2014,0.7759999999999999
09009140500,mammography,2014,0.75
09009140600,mammography,2014,0.76
09009140700,mammography,2014,0.7879999999999999
09009140800,mammography,2014,0.7909999999999999
09009140900,mammography,2014,0.8079999999999999
09009141000,mammography,2014,0.835
09009141100,mammography,2014,0.8440000000000001
09009141200,mammography,2014,0.82
09009141300,mammography,2014,0.794
09009141400,mammography,2014,0.8140000000000001
09009141500,mammography,2014,0.81
09009141600,mammography,2014,0.805
09009141800,mammography,2014,0.835
09009141900,mammography,2014,0.843
09009142000,mammography,2014,0.8190000000000001
09009142100,mammography,2014,0.779
09009142200,mammography,2014,0.8290000000000001
09009142300,mammography,2014,0.76
09009142400,mammography,2014,0.758
09009142500,mammography,2014,0.768
09009142601,mammography,2014,0.7909999999999999
09009142603,mammography,2014,0.7809999999999999
09009142604,mammography,2014,0.805
09009142700,mammography,2014,0.79
09009142800,mammography,2014,0.826
09009361401,mammography,2014,0.7909999999999999
09009361402,mammography,2014,0.8240000000000001
09009140100,mental health,2014,0.09
09009140200,mental health,2014,0.175
09009140300,mental health,2014,0.174
09009140400,mental health,2014,0.155
09009140500,mental health,2014,0.191
09009140600,mental health,2014,0.172
09009140700,mental health,2014,0.154
09009140800,mental health,2014,0.166
09009140900,mental health,2014,0.149
09009141000,mental health,2014,0.09300000000000001
09009141100,mental health,2014,0.08900000000000001
09009141200,mental health,2014,0.13699999999999998
09009141300,mental health,2014,0.14400000000000002
09009141400,mental health,2014,0.14400000000000002
09009141500,mental health,2014,0.165
09009141600,mental health,2014,0.152
09009141800,mental health,2014,0.091
09009141900,mental health,2014,0.076
09009142000,mental health,2014,0.087
09009142100,mental health,2014,0.16699999999999998
09009142200,mental health,2014,0.09
09009142300,mental health,2014,0.159
09009142400,mental health,2014,0.17
09009142500,mental health,2014,0.159
09009142601,mental health,2014,0.146
09009142603,mental health,2014,0.124
09009142604,mental health,2014,0.12300000000000001
09009142700,mental health,2014,0.134
09009142800,mental health,2014,0.09300000000000001
09009361401,mental health,2014,0.12
09009361402,mental health,2014,0.121
09009140100,obesity,2014,0.23199999999999998
09009140200,obesity,2014,0.4
09009140300,obesity,2014,0.41
09009140400,obesity,2014,0.38299999999999995
09009140500,obesity,2014,0.436
09009140600,obesity,2014,0.419
09009140700,obesity,2014,0.36700000000000005
09009140800,obesity,2014,0.418
09009140900,obesity,2014,0.38299999999999995
09009141000,obesity,2014,0.261
09009141100,obesity,2014,0.285
09009141200,obesity,2014,0.359
09009141300,obesity,2014,0.28300000000000003
09009141400,obesity,2014,0.38299999999999995
09009141500,obesity,2014,0.43799999999999994
09009141600,obesity,2014,0.396
09009141800,obesity,2014,0.244
09009141900,obesity,2014,0.21
09009142000,obesity,2014,0.21600000000000003
09009142100,obesity,2014,0.374
09009142200,obesity,2014,0.245
09009142300,obesity,2014,0.39
09009142400,obesity,2014,0.4
09009142500,obesity,2014,0.37799999999999995
09009142601,obesity,2014,0.355
09009142603,obesity,2014,0.34
09009142604,obesity,2014,0.326
09009142700,obesity,2014,0.342
09009142800,obesity,2014,0.256
09009361401,obesity,2014,0.221
09009361402,obesity,2014,0.172
09009140100,pap smear test,2014,0.85
09009140200,pap smear test,2014,0.727
09009140300,pap smear test,2014,0.721
09009140400,pap smear test,2014,0.7879999999999999
09009140500,pap smear test,2014,0.737
09009140600,pap smear test,2014,0.7609999999999999
09009140700,pap smear test,2014,0.764
09009140800,pap smear test,2014,0.7879999999999999
09009140900,pap smear test,2014,0.812
09009141000,pap smear test,2014,0.872
09009141100,pap smear test,2014,0.8759999999999999
09009141200,pap smear test,2014,0.836
09009141300,pap smear test,2014,0.779
09009141400,pap smear test,2014,0.8190000000000001
09009141500,pap smear test,2014,0.802
09009141600,pap smear test,2014,0.805
09009141800,pap smear test,2014,0.841
09009141900,pap smear test,2014,0.885
09009142000,pap smear test,2014,0.845
09009142100,pap smear test,2014,0.762
09009142200,pap smear test,2014,0.8740000000000001
09009142300,pap smear test,2014,0.77
09009142400,pap smear test,2014,0.7659999999999999
09009142500,pap smear test,2014,0.787
09009142601,pap smear test,2014,0.797
09009142603,pap smear test,2014,0.8059999999999999
09009142604,pap smear test,2014,0.843
09009142700,pap smear test,2014,0.815
09009142800,pap smear test,2014,0.873
09009361401,pap smear test,2014,0.735
09009361402,pap smear test,2014,0.71
09009140100,physical activity,2014,0.14400000000000002
09009140200,physical activity,2014,0.445
09009140300,physical activity,2014,0.36200000000000004
09009140400,physical activity,2014,0.314
09009140500,physical activity,2014,0.39399999999999996
09009140600,physical activity,2014,0.373
09009140700,physical activity,2014,0.281
09009140800,physical activity,2014,0.353
09009140900,physical activity,2014,0.276
09009141000,physical activity,2014,0.16399999999999998
09009141100,physical activity,2014,0.18100000000000002
09009141200,physical activity,2014,0.263
09009141300,physical activity,2014,0.225
09009141400,physical activity,2014,0.27699999999999997
09009141500,physical activity,2014,0.337
09009141600,physical activity,2014,0.302
09009141800,physical activity,2014,0.16699999999999998
09009141900,physical activity,2014,0.115
09009142000,physical activity,2014,0.142
09009142100,physical activity,2014,0.299
09009142200,physical activity,2014,0.15
09009142300,physical activity,2014,0.342
09009142400,physical activity,2014,0.354
09009142500,physical activity,2014,0.33
09009142601,physical activity,2014,0.293
09009142603,physical activity,2014,0.319
09009142604,physical activity,2014,0.255
09009142700,physical activity,2014,0.27
09009142800,physical activity,2014,0.183
09009361401,physical activity,2014,0.17800000000000002
09009361402,physical activity,2014,0.161
09009140100,physical health,2014,0.055999999999999994
09009140200,physical health,2014,0.223
09009140300,physical health,2014,0.16399999999999998
09009140400,physical health,2014,0.142
09009140500,physical health,2014,0.18600000000000003
09009140600,physical health,2014,0.175
09009140700,physical health,2014,0.125
09009140800,physical health,2014,0.16399999999999998
09009140900,physical health,2014,0.126
09009141000,physical health,2014,0.078
09009141100,physical health,2014,0.085
09009141200,physical health,2014,0.11800000000000001
09009141300,physical health,2014,0.094
09009141400,physical health,2014,0.127
09009141500,physical health,2014,0.153
09009141600,physical health,2014,0.136
09009141800,physical health,2014,0.068
09009141900,physical health,2014,0.049
09009142000,physical health,2014,0.057
09009142100,physical health,2014,0.13699999999999998
09009142200,physical health,2014,0.068
09009142300,physical health,2014,0.153
09009142400,physical health,2014,0.157
09009142500,physical health,2014,0.14800000000000002
09009142601,physical health,2014,0.128
09009142603,physical health,2014,0.15
09009142604,physical health,2014,0.11199999999999999
09009142700,physical health,2014,0.11800000000000001
09009142800,physical health,2014,0.085
09009361401,physical health,2014,0.067
09009361402,physical health,2014,0.048
09009140100,sleep,2014,0.366
09009140200,sleep,2014,0.43799999999999994
09009140300,sleep,2014,0.47
09009140400,sleep,2014,0.451
09009140500,sleep,2014,0.48200000000000004
09009140600,sleep,2014,0.473
09009140700,sleep,2014,0.45
09009140800,sleep,2014,0.485
09009140900,sleep,2014,0.465
09009141000,sleep,2014,0.355
09009141100,sleep,2014,0.37
09009141200,sleep,2014,0.44799999999999995
09009141300,sleep,2014,0.40299999999999997
09009141400,sleep,2014,0.46
09009141500,sleep,2014,0.51
09009141600,sleep,2014,0.48100000000000004
09009141800,sleep,2014,0.377
09009141900,sleep,2014,0.32899999999999996
09009142000,sleep,2014,0.35
09009142100,sleep,2014,0.446
09009142200,sleep,2014,0.34600000000000003
09009142300,sleep,2014,0.444
09009142400,sleep,2014,0.461
09009142500,sleep,2014,0.445
09009142601,sleep,2014,0.44799999999999995
09009142603,sleep,2014,0.397
09009142604,sleep,2014,0.41100000000000003
09009142700,sleep,2014,0.42
09009142800,sleep,2014,0.34600000000000003
09009361401,sleep,2014,0.37799999999999995
09009361402,sleep,2014,0.37799999999999995
09009141800,stroke,2014,0.018000000000000002
09009142100,stroke,2014,0.027999999999999997
09009141900,stroke,2014,0.012
09009140100,stroke,2014,0.012
09009140200,stroke,2014,0.078
09009140300,stroke,2014,0.037000000000000005
09009140400,stroke,2014,0.032
09009140500,stroke,2014,0.040999999999999995
09009140600,stroke,2014,0.047
09009140700,stroke,2014,0.03
09009140800,stroke,2014,0.051
09009140900,stroke,2014,0.032
09009141000,stroke,2014,0.021
09009141100,stroke,2014,0.028999999999999998
09009141200,stroke,2014,0.034
09009141300,stroke,2014,0.023
09009141400,stroke,2014,0.036000000000000004
09009141500,stroke,2014,0.05
09009141600,stroke,2014,0.040999999999999995
09009142000,stroke,2014,0.013000000000000001
09009142200,stroke,2014,0.018000000000000002
09009142300,stroke,2014,0.032
09009142400,stroke,2014,0.032
09009142500,stroke,2014,0.032
09009142601,stroke,2014,0.03
09009142603,stroke,2014,0.051
09009142604,stroke,2014,0.027999999999999997
09009142700,stroke,2014,0.026000000000000002
09009142800,stroke,2014,0.025
09009361401,stroke,2014,0.012
09009361402,stroke,2014,0.005
09009140100,taking bp medication,2013,0.598
09009140200,taking bp medication,2013,0.823
09009140300,taking bp medication,2013,0.711
09009140400,taking bp medication,2013,0.715
09009140500,taking bp medication,2013,0.7190000000000001
09009140600,taking bp medication,2013,0.7490000000000001
09009140700,taking bp medication,2013,0.6890000000000001
09009140800,taking bp medication,2013,0.7759999999999999
09009140900,taking bp medication,2013,0.721
09009141000,taking bp medication,2013,0.7390000000000001
09009141100,taking bp medication,2013,0.787
09009141200,taking bp medication,2013,0.745
09009141300,taking bp medication,2013,0.657
09009141400,taking bp medication,2013,0.746
09009141500,taking bp medication,2013,0.7759999999999999
09009141600,taking bp medication,2013,0.745
09009141800,taking bp medication,2013,0.6890000000000001
09009141900,taking bp medication,2013,0.6409999999999999
09009142000,taking bp medication,2013,0.624
09009142100,taking bp medication,2013,0.667
09009142200,taking bp medication,2013,0.695
09009142300,taking bp medication,2013,0.7020000000000001
09009142400,taking bp medication,2013,0.688
09009142500,taking bp medication,2013,0.705
09009142601,taking bp medication,2013,0.718
09009142603,taking bp medication,2013,0.8320000000000001
09009142604,taking bp medication,2013,0.74
09009142700,taking bp medication,2013,0.6970000000000001
09009142800,taking bp medication,2013,0.7659999999999999
09009361401,taking bp medication,2013,0.5379999999999999
09009361402,taking bp medication,2013,0.28600000000000003
09009140100,teeth loss,2014,0.068
09009140200,teeth loss,2014,0.319
09009140300,teeth loss,2014,0.254
09009140400,teeth loss,2014,0.19899999999999998
09009140500,teeth loss,2014,0.276
09009140600,teeth loss,2014,0.252
09009140700,teeth loss,2014,0.2
09009140800,teeth loss,2014,0.239
09009140900,teeth loss,2014,0.168
09009141000,teeth loss,2014,0.07200000000000001
09009141100,teeth loss,2014,0.077
09009141200,teeth loss,2014,0.155
09009141300,teeth loss,2014,0.166
09009141400,teeth loss,2014,0.17600000000000002
09009141500,teeth loss,2014,0.22899999999999998
09009141600,teeth loss,2014,0.21600000000000003
09009141800,teeth loss,2014,0.07400000000000001
09009141900,teeth loss,2014,0.045
09009142000,teeth loss,2014,0.067
09009142100,teeth loss,2014,0.209
09009142200,teeth loss,2014,0.071
09009142300,teeth loss,2014,0.207
09009142400,teeth loss,2014,0.237
09009142500,teeth loss,2014,0.207
09009142601,teeth loss,2014,0.168
09009142603,teeth loss,2014,0.16399999999999998
09009142604,teeth loss,2014,0.133
09009142700,teeth loss,2014,0.153
09009142800,teeth loss,2014,0.081
09009361401,teeth loss,2014,0.11599999999999999
09009361402,teeth loss,2014,0.115
